,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,track_name,size_bytes,currency,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,cont_rating,prime_genre
41,41,6363,392,362348516,Amex Mobile,105982976,0,0.0,11421,57,4.0,2.5,4+,4
42,42,2571,10297,1156773416,食べないと死ぬ2,54369280,0,0.0,0,0,0.0,0.0,9+,5
43,43,5509,5633,1044671796,Le Havre: The Inland Port,179616768,0,4.99,21,0,4.0,0.0,4+,5
44,44,5427,8103,1101399354,Mystery Trackers: Paxton Creek Avengers - A Mystery Hidden Object Game (Full),1008609280,0,6.99,67,67,4.0,4.0,9+,5
45,45,3807,8299,1105805539,トリセツメーカー　トリセツ診断,15498240,0,0.0,0,0,0.0,0.0,17+,18
46,46,1529,3505,912536422,Five Nights at Freddy's,49946624,0,2.99,27388,27388,4.5,4.5,12+,5
47,47,1671,410,364165557,Small World 2,234123264,0,1.99,1506,198,4.0,4.5,9+,5
48,48,3556,634,395545555,CVS Pharmacy,129167360,0,0.0,35981,237,4.0,4.0,12+,3
49,49,5432,2221,634467171,Glitché,30717952,0,0.99,1338,202,4.0,4.5,4+,11
50,50,590,3417,905060486,Inbox by Gmail,219122688,0,0.0,21561,373,4.5,4.5,4+,22
51,51,5954,8490,1110447884,Shadow Wolf Mysteries: Curse of Wolfhill (Full),997129216,0,6.99,39,39,4.0,4.0,9+,5
52,52,3659,6398,1065691080,早くトイレに行きたい,19249152,0,0.0,0,0,0.0,0.0,9+,5
53,53,3378,7337,1085248903,Disney Princess: Charmed Adventures,617468928,0,0.0,164,20,3.5,3.5,4+,18
54,54,4519,7474,1087638293,Batman v Superman: Who Will Win,194196480,0,0.0,314,225,3.0,3.0,9+,5
55,55,5950,2905,813952961,Deliciously Ella,522395648,0,3.99,62,0,3.5,0.0,4+,12
56,56,7123,3546,916130071,Dr. Panda’s Swimming Pool,221777920,0,1.99,371,162,4.5,4.0,4+,20
57,57,1080,6456,1066980345,Hunger Games Servers for Minecraft PE (Online),33880064,0,1.99,87,19,3.5,4.0,4+,18
58,58,1545,1695,547702041,Tinder,126720000,0,0.0,143040,114,3.5,4.0,17+,13
59,59,1485,10475,1163925890,Shoutrageous! - The Addictive Game of Lists,32848896,0,0.0,60,14,4.5,4.5,17+,5
60,60,1727,1252,481623941,Toca Hair Salon - Christmas Gift,40584192,0,0.0,8049,115,4.0,3.5,4+,20
61,61,1566,1400,504614735,Ugly Meter PRO™,12806454,0,4.99,144,36,2.5,1.5,4+,18
62,62,6166,102,304871603,Color Splash,28135424,0,0.99,29554,55,4.0,5.0,4+,11
63,63,4483,1526,524988885,realMyst,1043664896,0,6.99,708,59,4.0,4.0,12+,5
64,64,6776,7818,1094591345,Pokémon GO,290762752,0,0.0,257627,1284,3.0,3.5,9+,5
65,65,4242,3865,944393180,The Sandbox Evolution - Craft a 2D Pixel Universe,171243520,0,0.0,3220,35,4.5,4.5,4+,5
66,66,6694,5113,1022667752,Land Sliders,124692480,0,0.0,4142,366,4.5,4.5,9+,5
67,67,3707,837,424229589,Dude Perfect HD,139853824,0,1.99,2552,1041,4.5,4.5,4+,5
68,68,3923,5960,1055333603,Block Builder for Minecraft,1929216,0,0.99,27,20,2.0,2.5,4+,14
69,69,6797,3469,909434792,My College Bookstore,8933376,0,0.0,225,2,2.5,3.0,4+,3
70,70,2157,919,436114747,ComicBook!,92432384,0,0.99,3702,112,4.5,4.5,9+,11
71,71,1002,3996,952658953,Her Story,1881128960,0,2.99,346,346,4.0,4.0,17+,5
72,72,1877,1968,585027354,Google Maps - Navigation & Transit,120232960,0,0.0,154911,1253,4.5,4.0,12+,21
73,73,1482,9422,1131232060,Dead Shell: Roguelike RPG,92187648,0,2.99,29,29,3.5,3.5,12+,5
74,74,4595,1738,554245373,SMART Notebook for iPad,97378304,0,5.99,301,13,2.5,3.5,4+,20
75,75,4060,4441,981796690,Dan The Man (Retro Action Platformer),99317760,0,0.0,7527,228,5.0,5.0,12+,5
76,76,4357,9426,1131344092,Drop Out!,48784384,0,0.0,125,44,4.0,4.0,4+,5
77,77,2672,629,394342281,Bowitter for iPhone,3174400,0,0.99,0,0,0.0,0.0,4+,17
78,78,2967,4759,1001193844,Moto x3m,57729024,0,0.99,53,43,4.5,4.5,9+,5
79,79,6545,9917,1142443107,パチスロ デビル メイ クライ クロス,3148132352,0,11.99,0,0,0.0,0.0,12+,5
80,80,2855,6525,1068079276,大人には解けない問題,32102400,0,0.0,0,0,0.0,0.0,4+,5
81,81,4416,7367,1085821901,Jottit,72340480,0,0.0,14,1,2.0,3.0,4+,22
82,82,2944,9086,1123300756,"Dr. Decks for ""Clash Royale""",70156288,0,0.99,9,2,4.0,2.5,4+,5
83,83,3848,6424,1066135421,Lost Journey - Nomination of Best China IndiePlay Game,57732096,0,0.99,27,16,4.5,4.5,9+,5
84,84,2102,8781,1116483214,天天萌斗—超级萌红将免费领取，上千少年超级英雄形象，让你在多次元大陆享受卡牌萌斗罗乐趣,218665984,0,0.99,0,0,0.0,0.0,4+,5
85,85,2210,1973,585561686,QRコードリーダー for iPhone,4803584,0,0.0,0,0,0.0,0.0,4+,22
86,86,4984,3230,885271158,"Adobe Photoshop Mix - Cut out, combine, create",202334208,0,0.0,5253,87,4.5,4.5,4+,11
87,87,5754,6138,1059911569,Rusty Lake Hotel,45322240,0,1.99,235,191,5.0,5.0,12+,5
88,88,1122,2120,608707318,IMPOSSIBLE ROAD,128262144,0,2.99,8249,18,4.0,4.5,4+,5
89,89,2669,3662,926159169,myHAC - Home Access Center,13446144,0,2.99,88,4,2.5,2.5,4+,20
90,90,6535,1613,536040665,Tentacles: Enter the Dolphin,580818944,0,2.99,1678,4,4.5,5.0,9+,5
91,91,6150,9850,1140935852,Tiny Memories - Photo Editor for Baby Pics,42786816,0,4.99,171,55,4.5,5.0,4+,11
92,92,5015,3203,881404173,Hoopa City,246142976,0,2.99,444,26,4.5,4.5,4+,20
93,93,2962,5040,1019616705,Rayman Classic,191037440,0,0.0,293,147,4.5,4.0,9+,5
94,94,1755,2095,601137830,"SFind Premium Search for Spotify, YouTube & iTunes",8078336,0,2.99,411,11,3.0,4.5,4+,18
95,95,5557,8345,1106666606,Bonecrusher: Free Awesome Endless Skull & Bone Game,115027968,0,0.0,233,70,3.5,3.5,9+,5
96,96,6823,1454,514345557,Home Design 3D GOLD,207154176,0,9.99,9889,262,4.5,4.5,4+,22
97,97,1331,3012,842503500,Missguided,85928960,0,0.0,113,9,3.5,4.5,4+,3
98,98,5970,10536,1166063194,おわかりいただけただろうか心霊写真で最恐ホラー体験,67638272,0,0.0,0,0,0.0,0.0,12+,18
99,99,4278,9241,1126403961,Peppa Pig: Sports Day,262830080,0,2.99,42,2,2.5,3.0,4+,18
100,100,1780,6236,1062006344,Pigment - Coloring Book for Adults,145373184,0,0.0,23967,240,4.5,4.5,4+,18
101,101,3705,3640,924455599,Fragment's Note Memories -Fragment's Note公式資料集アプリ-,511918080,0,4.99,0,0,0.0,0.0,17+,15
102,102,3708,2897,808794344,The Olympics - Official App for the Olympic Games,11540480,0,0.0,470,0,1.5,0.0,4+,9
103,103,4605,4080,958904868,MOOMIN -Welcome to Moominvalley-,125079552,0,0.0,74,0,4.5,0.0,4+,5
104,104,3937,956,442522082,Modern Combat 3: Fallen Nation,1978085376,0,6.99,23766,582,4.5,4.5,17+,5
105,105,1312,4337,975955904,三国杀传奇-神将觉醒,223821824,0,0.0,19,0,1.5,0.0,9+,5
106,106,3391,3502,912177018,StageCameraHD,7755776,0,0.0,0,0,0.0,0.0,4+,11
107,107,1756,10378,1160056295,Mobile Legends: Bang bang,187168768,0,0.0,11602,191,4.5,4.5,12+,5
108,108,6409,4776,1001893116,Hit the Button Math,13328384,0,2.99,1,1,5.0,5.0,4+,20
109,109,6765,10093,1148362520,Hide it Hillary!,23513088,0,0.99,23,5,5.0,5.0,9+,5
110,110,424,5005,1017627073,Osmo Numbers,205487104,0,0.0,52,1,4.0,5.0,4+,5
111,111,671,7526,1088585714,ThemeOut,91664384,0,0.0,612,612,2.5,2.5,4+,14
112,112,6846,3579,918902604,DUAL!,19860480,0,0.0,2140,425,4.5,4.5,4+,5
113,113,3280,1127,467953363,Best Hunting Times,6603776,0,2.99,123,9,4.0,4.0,4+,0
114,114,6905,10894,1178822943,PetMojis' by The Dog Agency,84905984,0,0.99,79,2,2.0,1.0,4+,18
115,115,1437,1808,564247778,Stone Age: The Board Game,137375744,0,6.99,850,448,4.5,4.5,4+,5
116,116,2773,3085,860011430,Ghost Lens+Scary Photo Video Edit&Collage Maker,102500352,0,0.0,18316,756,5.0,4.5,12+,11
117,117,3490,2694,746894884,Google Play Movies & TV,64877568,0,0.0,1195,92,3.0,4.0,12+,18
118,118,5087,4807,1004090290,The Cat in the Hat - Read & Learn - Dr. Seuss,48586752,0,3.99,43,27,4.5,4.5,4+,15
119,119,3697,4265,971265422,"HBO NOW: Stream original series, hit movies & more",41041920,0,0.0,7477,18,2.5,2.0,17+,18
120,120,3541,6798,1073286211,Wizard of OZ: Magic Match,160321536,0,0.0,24507,1198,4.5,4.5,4+,5
121,121,1385,7305,1084600612,Puzzlepops!,132981760,0,1.99,19,10,5.0,5.0,4+,5
122,122,422,10176,1151680145,Slots - Lucky Win Casino Games & Slot Machines,117479424,0,0.0,3807,24,5.0,4.5,12+,5
123,123,5211,7239,1082673403,CITB op/spec HS&E test 2016,24169472,0,5.99,0,0,0.0,0.0,12+,20
124,124,7021,2326,653146633,2016 U.S. Open Golf Championship for iPad,146871296,0,0.0,146,24,2.5,1.5,4+,9
125,125,1516,6247,1062209068,完全犯罪クラブ,62422016,0,0.0,0,0,0.0,0.0,9+,5
126,126,4905,569,387682726,淘宝 - 随时随地，想淘就淘,309673984,0,0.0,3801,6,4.0,4.0,4+,3
127,127,4641,4111,960744514,The Mesh,102760448,0,1.99,714,679,4.5,4.5,4+,5
128,128,4046,2506,691797987,Google Play Music,82697216,0,0.0,10118,231,3.5,3.5,12+,16
129,129,4188,5340,1033746864,风行视频+ HD - 电影电视剧体育视频播放器,65872896,0,0.0,648,11,4.5,4.0,17+,18
130,130,2536,3721,932721236,多盈理财-正规手机投资金融理财产品,27424768,0,0.0,0,0,0.0,0.0,17+,4
131,131,2785,3750,935204856,TodayAir,30035968,0,0.0,0,0,0.0,0.0,4+,0
132,132,6656,2830,792595594,"Logos Quiz -Guess the most famous brands, new fun!",72567808,0,0.0,58640,2023,5.0,5.0,4+,5
133,133,4201,6065,1058289313,零钱夺宝pro-新手99元红包助你1元购,34132992,0,0.0,0,0,0.0,0.0,17+,3
134,134,360,5215,1028464453,Strawberry Shortcake Candy Garden,232399872,0,0.0,633,633,4.5,4.5,4+,18
135,135,4676,5184,1026719224,青藍高校リア充部,85194752,0,0.0,0,0,0.0,0.0,12+,5
136,136,1557,8631,1113413855,人众金服[回馈版]-高收益理财软件,32704512,0,0.0,0,0,0.0,0.0,4+,4
137,137,2890,4362,977242839,Green Riding Hood,316589056,0,0.0,392,2,4.0,5.0,4+,15
138,138,4413,667,399355755,Text Free: Free Texting + Calling + MMS,136184832,0,0.0,100477,35,4.0,4.5,4+,13
139,139,2973,8935,1119200610,Bowmasters (Ad Free) - Top Multiplayer Bowman Game,164000768,0,3.99,1608,249,4.5,4.5,12+,5
140,140,1188,3929,949184293,"Otaku quizzes from manga, and anime--Slice HEROES!",38242304,0,0.0,0,0,0.0,0.0,17+,5
141,141,5852,9213,1125806960,Escape the Cake Café,33091584,0,0.0,7,7,5.0,5.0,4+,5
142,142,3731,6891,1075851197,Patchwork The Game,113985536,0,2.99,346,6,4.0,4.0,4+,5
143,143,6972,5718,1047821816,Wild Kratts Baby Buddies,699834368,0,1.99,22,15,3.0,3.5,4+,20
144,144,5207,6371,1065354746,Video speed editor - VBooster,46454784,0,0.0,1,1,1.0,1.0,4+,11
145,145,1620,3355,898040123,Wheel of Fortune: Game Show Word Puzzles,245901312,0,0.0,11876,52,4.5,4.5,4+,5
146,146,4174,8215,1103901846,Fantastic Beasts™: Cases,301272064,0,0.0,1896,50,4.5,4.0,12+,5
147,147,279,4061,957316969,Psych,38133760,0,0.0,635,136,4.0,4.5,4+,5
148,148,6231,4228,968907076,High Dive,120923136,0,0.0,249,0,4.5,0.0,4+,5
149,149,5683,1532,525790167,Fuel Rewards® program,58839040,0,0.0,2249,495,4.5,4.5,4+,3
150,150,2456,5908,1053388964,Tap the Blocks,109751296,0,0.0,238,4,4.5,5.0,4+,5
151,151,2330,10990,1181904201,4x4 Dirt Track Trials Forest Driving Parking Sim,278811648,0,0.0,1441,1441,5.0,5.0,4+,5
152,152,25,2966,830515294,Fix My Car: Custom Mods,53654528,0,1.99,87,6,4.0,3.5,4+,5
153,153,1798,2487,687888390,République,3646993408,0,1.99,7078,102,4.5,3.5,12+,5
154,154,1897,7759,1093430283,Escape from the wedding hall.,108348416,0,0.0,9,9,4.0,4.0,4+,5
155,155,1883,4779,1002210090,Pixel Dungeon,48006144,0,2.99,152,80,4.5,4.0,9+,5
156,156,6615,4400,979100082,Pop the Lock,39330816,0,0.0,28754,1656,4.5,4.0,4+,5
157,157,4841,10714,1173380979,IQ200 - If you can clear all stage,143289344,0,0.0,1,1,2.0,2.0,4+,5
158,158,378,8784,1116536171,Can You Dab?,73590784,0,0.0,2601,481,4.0,3.5,4+,5
159,159,752,5253,1030457527,Disney Build It: Frozen,143358976,0,3.99,48,15,3.0,3.0,4+,18
160,160,4428,3240,886445756,Tubi TV - Watch Free Movies & TV Shows,50238464,0,0.0,2368,1,4.0,5.0,17+,18
161,161,1473,4744,1000227889,【よく当たる】手相鑑定〜選べる鑑定ジャンル(人生運、仕事運、恋愛運),55037952,0,0.0,3,3,3.5,3.5,4+,5
162,162,2613,9848,1140798536,VR Tube - Virtual Reality 360 Video Player,11880448,0,0.0,4142,103,4.0,4.0,17+,11
163,163,6900,2264,642091851,YY HD-和美女帅哥主播视频聊天的直播软件,112109568,0,0.0,94,13,3.0,4.5,17+,18
164,164,7195,2399,667579844,Move to measure - Flying Ruler,51470336,0,1.99,1702,127,4.0,4.0,4+,14
165,165,2644,4673,995999703,Agar.io,63954944,0,0.0,176514,1310,4.5,4.0,9+,5
166,166,7165,2230,635573390,Sniper Shooter: Gun Shooting Games,113509376,0,0.0,134080,451,5.0,5.0,12+,5
167,167,5766,5209,1028272877,Mods for Minecraft PC & Servers for Minecraft PE,18505728,0,1.99,753,3,4.5,3.5,12+,14
168,168,5779,7392,1086354043,Flappy Bird : original version !,7298048,0,0.0,516,516,4.5,4.5,4+,5
169,169,6430,2595,719829352,FireChat,15021056,0,0.0,1037,42,3.0,3.5,12+,17
170,170,4854,4451,982235342,Take Off - The Flight Simulator,1406915584,0,0.99,244,19,4.0,4.5,4+,5
171,171,5969,4256,970421850,rop,21389312,0,0.99,2318,397,4.5,4.5,4+,5
172,172,4460,586,389481236,QQ同步助手-新机一键换机必备工具,72941568,0,0.0,746,1,4.5,5.0,4+,14
173,173,1510,491,375295479,Carcassonne,359192576,0,9.99,10846,91,4.5,4.5,4+,5
174,174,838,1635,539587329,Hurricane Impact by HurricaneTrack.com,7477248,0,2.99,60,7,3.5,4.5,4+,0
175,175,2445,2596,719858778,minimo（ミニモ）/サロン予約,23707648,0,0.0,0,0,0.0,0.0,17+,2
176,176,3038,10413,1161231636,Escape Game: Signs,45420544,0,0.0,41,41,5.0,5.0,4+,5
177,177,250,8220,1104112723,ジョナサンアプリ　お得なクーポンが使える便利なアプリ,18425856,0,0.0,0,0,0.0,0.0,12+,12
178,178,2194,2975,834315918,Space Marshals,443423744,0,3.99,3515,87,4.5,4.5,12+,5
179,179,6216,8828,1117166919,RunGunJumpGun,291038208,0,2.99,60,2,4.0,5.0,9+,5
180,180,6704,2795,778437357,FlixBus - bus travel in Europe,29140992,0,0.0,92,4,4.5,4.5,4+,8
181,181,508,477,373454750,随手记（专业版）-好用的记账理财工具,83899392,0,0.99,1267,0,4.5,0.0,4+,4
182,182,4126,761,412395632,"乐视视频HD-白鹿原,欢乐颂,奔跑吧全网热播",136668160,0,0.0,2340,1,4.0,1.0,17+,18
183,183,3173,10427,1161656633,Silly Sausage: Doggy Dessert,90156032,0,0.0,102,102,4.5,4.5,9+,5
184,184,3610,4592,991165672,Election Center 2016,44598272,0,0.0,37,1,2.0,2.0,4+,19
185,185,3492,10084,1148053146,Osteya: Adventures,65756160,0,0.0,107,5,3.5,5.0,9+,5
186,186,1704,2131,609704981,Multiplayer for Minecraft PE,33418240,0,2.99,35109,26,4.0,2.0,4+,5
187,187,3832,6947,1076802209,1000m Zombie Escape!,116008960,0,0.0,85,1,4.0,5.0,9+,5
188,188,3723,6361,1065223198,Reversi REAL - Multiplayer Board game,62751744,0,0.0,0,0,0.0,0.0,4+,5
189,189,3785,1521,524299475,AutoRap by Smule,71257088,0,0.0,18202,514,4.0,3.5,12+,16
190,190,3487,140,310633997,WhatsApp Messenger,135044096,0,0.0,287589,73088,4.5,4.5,4+,17
191,191,3757,9980,1144650526,REmojis Keyboard,99468288,0,0.99,30,5,2.5,1.0,4+,14
192,192,921,2398,667362389,The Room Two,460077056,0,1.99,36809,2858,5.0,5.0,9+,5
193,193,949,3066,854145102,Face Swap-r,3563520,0,0.0,17,17,2.5,2.5,4+,18
194,194,6025,1492,519952689,翼支付-只为简单生活,98640896,0,0.0,9,0,1.5,0.0,17+,4
195,195,4031,760,412223222,Hudl,233934848,0,0.0,2622,3,3.5,2.5,4+,9
196,196,2795,2925,820802943,Social Picket - Stalker & Spy for Instagram,11301888,0,0.0,285,88,4.0,3.5,12+,14
197,197,4343,2451,680022952,Candy Blast Mania,240198656,0,0.0,81648,9,4.5,5.0,4+,5
198,198,5377,5471,1038796140,Shopkins World!,660983808,0,0.0,3047,42,4.0,4.5,4+,5
199,199,5515,5682,1046617847,Pull My Tongue,256558080,0,0.99,559,172,4.0,4.0,9+,5
200,200,5982,6601,1069508452,League of Light: Silent Mountain - A Hidden Object Mystery (Full),1188780032,0,6.99,256,256,5.0,5.0,9+,5
201,201,4348,1708,550067264,Cafeteria Nipponica,186856448,0,4.99,274,4,4.5,5.0,4+,5
202,202,6942,2035,592725830,CloudApp Mobile,15023104,0,1.99,130,10,2.0,1.5,4+,22
203,203,882,356,352683833,"Groupon - Deals, Coupons & Discount Shopping App",127382528,0,0.0,417779,914,4.5,4.5,12+,3
204,204,16,1297,487767194,Mad Skills BMX,42697029,0,0.99,2547,658,4.5,4.5,9+,5
205,205,3120,4342,976071352,スロットマニア・フィーバー～本場ラスベガススロット,131524608,0,0.0,11,0,4.5,0.0,12+,5
206,206,5286,10086,1148119410,Lifeline: Flatline,147597312,0,1.99,207,161,4.5,4.5,9+,5
207,207,770,186,320596872,Sparkasse+,119648256,0,0.99,30,0,3.0,0.0,4+,4
208,208,481,2796,778658393,GoodNotes 4 - Notes & PDF,195221504,0,7.99,7004,85,4.5,4.5,4+,22
209,209,2048,3296,892092770,Zombie Highway 2,154164224,0,0.0,14593,2800,4.5,4.5,12+,5
210,210,5838,2448,678861146,Dr. Panda's Airport,95670272,0,2.99,352,223,4.5,4.5,4+,20
211,211,6596,650,397836467,Hotel Dash Deluxe,50085888,0,0.99,36190,221,4.5,4.0,4+,5
212,212,2335,6149,1060082140,Flick Golf Extreme,71163904,0,0.0,161,153,4.5,4.5,4+,5
213,213,6686,4296,972657175,Severed,236545024,0,2.99,1580,66,5.0,4.5,12+,5
214,214,2655,1858,570306657,LEGO Batman: DC Super Heroes,1139261440,0,4.99,7717,1748,4.0,4.0,9+,5
215,215,169,2069,597426372,Speech Jammer,35823616,0,0.0,1205,2,3.0,5.0,4+,18
216,216,5125,1899,576443892,InstaLogo Logo Creator - Graphic design maker,123656192,0,2.99,6263,172,4.5,4.5,4+,1
217,217,2370,4590,991032122,Candid - Speak Your Mind Freely,47065088,0,0.0,398,0,3.5,0.0,17+,17
218,218,4878,10390,1160380201,■ Square it!,76039168,0,0.0,226,13,4.5,4.5,4+,5
219,219,2674,6235,1062002361,LumaFX - infinite video effects,13921280,0,2.99,67,11,4.0,4.5,4+,11
220,220,248,2491,688983474,IQ Test - Pro Edition,66921472,0,2.99,529,8,4.5,4.5,4+,5
221,221,1961,1632,539124565,"We Heart It - Fashion, wallpapers, quotes, tattoos",79953920,0,0.0,90414,44,5.0,4.0,12+,17
222,222,4527,3274,890390751,Soccer Star 2016 World Legend,328875008,0,0.0,7765,4,4.5,4.5,12+,5
223,223,5227,10028,1146465836,Hill Climb Racing 2,120797184,0,0.0,33854,732,4.5,4.5,9+,5
224,224,6858,10489,1164147984,unWorded,350912512,0,3.99,10,10,4.0,4.0,9+,5
225,225,1469,3313,893448956,Tiny Guardians,457842688,0,3.99,1246,221,4.5,4.5,9+,5
226,226,295,8871,1118046725,City Maps for Minecraft PE - Best Maps for Minecraft Pocket Edition (MCPE),11083776,0,1.99,536,536,3.5,3.5,4+,18
227,227,2911,3117,867887231,botman - Real time video chat,86319104,0,0.0,7,0,3.0,0.0,17+,17
228,228,3431,7732,1093056214,レアジョブ瞬間中学英単語 | リスニングやTOEICの基礎学力にも,90980352,0,0.0,0,0,0.0,0.0,4+,20
229,229,1102,7331,1085096375,Final Kick VR - Virtual Reality free soccer game for Google Cardboard,218329088,0,0.0,18,18,4.0,4.0,4+,5
230,230,3744,7747,1093360165,Simple Habit,134466560,0,0.0,2494,75,5.0,5.0,4+,6
231,231,5052,6474,1067456521,"Oh, the Places You'll Go! - Read & Play - Dr. Seuss",65974272,0,3.99,12,12,4.5,4.5,4+,15
232,232,1106,4035,955266964,Create Musical Vids - Dubsmash & Musical.ly Edition - Record yourself saying the best sounds,20520960,0,1.99,51,43,3.5,3.5,12+,18
233,233,3496,4285,972419844,Stop! Thief!!,433222656,0,0.0,9,0,3.0,0.0,4+,5
234,234,3497,2709,749124884,Alarm Clock for Me - Best Wake Up Music & Clock,120000512,0,0.0,4959,768,4.0,4.0,4+,14
235,235,2756,2454,680258201,Photo Quilt - Auto Collage Maker,15210496,0,0.0,599,236,4.5,4.5,4+,11
236,236,534,2871,803781859,作业帮-小初高学生拍照答疑学习辅导助手,134531072,0,0.0,101,0,4.5,0.0,4+,20
237,237,3834,2799,779561331,The Amazing Spider-Man 2,1452716032,0,6.99,8843,4622,4.0,4.5,12+,5
238,238,1068,6943,1076728632,Sparkwave,66155520,0,0.0,170,65,3.5,4.0,4+,5
239,239,5720,3218,883393043,Need for Speed™ No Limits,1085844480,0,0.0,34998,402,4.5,4.5,4+,5
240,240,1960,4549,988518358,Twin Shooter - Invaders,147472384,0,0.0,572,74,4.5,4.0,4+,5
241,241,265,7898,1096454131,口袋电玩-经典街机游戏真人秀版•玩转全民疯狂欢乐火拼炸诈扎金花送斗牛牛麻将VIP,45176832,0,0.0,0,0,0.0,0.0,12+,5
242,242,6151,8467,1109545844,Witches' Legacy: Slumbering Darkness HD - A Hidden Object Mystery (Full),1642020864,0,6.99,69,69,3.5,3.5,9+,5
